,embedding,name,label,sub_label,parts,sample_id,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,visibleMethodsQty,type,from_project,RM_LOC,RM_LCOM5,RM_NADC,RM_ATFD,RM_WMC
696,"[-0.43177652  0.28798342  0.37553364 ... -0.8103537  -0.30570799
  1.03144693]",5739211,not_blob,not_blob,train,5739211,1,2.0,1,0,1.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,,,,,,,,
697,"[ -9.06270366 -11.14388772  15.85252315 ... -29.17916458  -2.92082446
  23.82464107]",5742756,not_blob,not_blob,train,5742756,13,21.0,1,7,7.0,0.42222223,0.62222224,10,1,2,0,2,6,10,1,0,0,3,0,0,0,3,0.0,1,0,72.0,5,1,6,0,0,3,6,13,2,6,3,0,0,0,55,1033,0,,,,,,,,
698,"[ -8.59191726  -3.31196316   6.43714353 ... -15.8254362   -2.50249805
  15.1175533 ]",5750397,not_blob,not_blob,train,5750397,9,7.0,2,12,0.0,1.0,1.0,4,0,0,0,0,4,4,0,0,0,2,0,0,2,0,0.0,2,0,30.0,0,0,1,0,0,0,0,3,0,3,2,0,0,0,34,10,0,,,,,,,,
699,"[-25.51108018 -10.47760281  13.06448179 ... -42.16228124  -8.16919204
  43.20479257]",5752718,not_blob,not_blob,test,5752718,20,27.0,2,30,1.0,1.0,1.0,10,0,5,3,0,2,7,0,0,0,3,1,0,3,0,0.0,3,0,83.0,1,2,3,0,0,1,0,4,0,4,2,0,0,0,58,0,1,,,,,,,,
700,"[ -9.11905234  -5.82563031  11.23955585 ... -20.96365114  -1.54386681
  16.65318831]",5766093,not_blob,not_blob,train,5766093,12,7.0,2,4,9.0,0.2,0.2,6,0,6,0,0,0,6,0,0,0,5,2,1,4,0,0.0,2,0,31.0,3,0,0,0,0,5,1,5,0,5,1,0,0,0,42,1,0,,,,,,,,
701,"[ -9.26766904  -3.04287345   8.95784863 ... -17.90631492  -1.84686506
  12.38105442]",5767556,not_blob,not_blob,test,5767556,11,6.0,2,1,9.0,0.2,0.2,6,0,6,0,0,0,6,0,0,0,5,2,1,4,0,0.0,2,0,27.0,3,0,0,0,0,1,1,5,0,5,0,0,0,0,32,1,0,,,,,,,,
702,"[-21.08670961 -14.70231148  35.15125499 ... -41.15161301  -4.24748313
  25.61561804]",5769222,not_blob,not_blob,train,5769222,17,15.0,1,0,83.0,0.104761906,0.104761906,15,0,15,0,0,0,15,0,0,0,10,1,0,10,0,0.0,4,0,57.0,9,0,0,0,0,8,1,10,0,10,0,0,0,0,33,1,0,,,,,,,,
703,"[-1.99954221 -5.48061748  6.02323109 ... -5.75386651 -2.11490643
  8.62850583]",5773565,not_blob,not_blob,train,5773565,5,4.0,2,0,4.0,0.16666667,0.16666667,4,0,4,0,0,0,4,0,0,0,2,1,0,2,0,0.0,1,0,17.0,3,0,0,0,0,1,0,2,0,2,0,0,0,0,26,9,0,,,,,,,,
704,"[-20.98342497 -28.89633074  37.79343474 ... -46.60250913  -2.90380877
  30.4852154 ]",5775703,not_blob,not_blob,train,5775703,14,16.0,1,3,22.0,0.35897437,1.0,13,0,13,0,0,0,13,0,0,0,7,1,0,7,0,0.0,2,0,58.0,11,0,3,0,0,6,1,8,0,8,1,0,0,0,41,1,0,,,,,,,,
705,"[ 1.84236934 -1.03045711  2.31699876 ... -1.05073877  0.42976636
 -0.62740506]",5789396,not_blob,not_blob,train,5789396,10,6.0,2,2,6.0,0.0,0.0,4,0,3,0,1,0,4,0,0,0,2,2,1,1,0,0.0,2,0,20.0,2,0,1,0,0,2,1,2,1,2,1,0,0,0,41,1,0,,,,,,,,
706,"[ -80.03650032  102.63586204 -206.66972134 ... -191.82105616 -213.94244436
  -13.35381503]",5790359,not_blob,not_blob,train,5790359,8,204.0,1,74,482.0,0.055555556,0.055555556,33,0,6,24,3,0,9,0,0,0,7,0,0,7,0,0.0,0,0,640.0,13,43,54,1,77,15,194,233,92,80,7,0,0,0,124,1,0,,,,,,,,
707,"[-21.10896364 -21.1494191   20.96658085 ... -32.73571672 -23.03057871
  38.3382716 ]",5793029,not_blob,not_blob,train,5793029,6,9.0,1,9,0.0,1.0,1.0,3,0,2,1,0,0,2,0,0,0,3,0,0,3,0,0.0,0,0,77.0,3,2,2,0,3,0,11,15,8,8,2,1,1,0,28,2,0,,,,,,,,
708,"[-10.68587477  -6.18469485   6.58728021 ...  -9.01436695  -0.55514424
   2.73842172]",5794903,not_blob,not_blob,train,5794903,3,4.0,1,6,0.0,0.2613972291937913,0.32355633344881946,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,19.0,1,0,2,1,0,2,0,6,0,4,2,0,0,0,66,1,0,,,,,,,,
709,"[-6.23951969 -3.46197832  8.95405945 ... -9.22271736  2.4548644
  6.37952638]",5798002,not_blob,not_blob,train,5798002,10,6.0,2,4,0.0,1.0,1.0,5,0,2,0,0,3,5,0,0,0,5,0,0,5,0,0.0,0,0,23.0,4,0,0,0,0,3,1,2,0,5,0,0,0,0,26,1,0,,,,,,,,
710,"[ -9.42944528  -7.07888553   9.22677468 ... -10.68853226  -1.29506592
  12.30289374]",5798457,not_blob,not_blob,test,5798457,8,4.0,1,8,1.0,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0.0,0,0,21.0,3,0,1,0,0,0,0,2,0,2,1,1,0,0,17,1,0,,,,,,,,
711,"[-9.34864055 -6.03445673  8.40537363 ... -8.58086731  2.44803909
  5.65620193]",5799022,not_blob,not_blob,train,5799022,7,8.0,1,6,0.0,0.16666667,0.16666667,4,0,0,0,1,3,4,1,0,0,3,0,0,3,0,0.0,0,0,26.0,2,0,1,0,0,1,0,5,0,6,1,0,0,0,72,1025,0,,,,,,,,
712,"[-12.47034518  -8.03942877  17.08244921 ... -21.38525304   8.10940226
  12.99987315]",5799314,not_blob,not_blob,train,5799314,11,16.0,1,9,1.0,0.6666667,1.0,6,0,4,2,0,0,4,0,0,0,5,0,0,5,0,0.0,5,0,53.0,12,0,1,0,0,0,0,8,0,8,1,0,0,0,38,1,0,,,,,,,,
713,"[-3.64387271 -5.94043919  6.68624905 ... -9.73639147  1.78628695
  5.49925533]",5801572,not_blob,not_blob,train,5801572,4,8.0,1,4,0.0,1.0,1.0,4,0,3,1,0,0,3,0,0,0,2,0,0,2,0,0.0,2,0,20.0,5,0,2,0,0,0,0,3,0,3,1,0,0,0,16,1,0,,,,,,,,
714,"[-4.74183054 -0.91434705  5.48169705 ... -3.96635358  0.6648844
  2.10406987]",5802620,not_blob,not_blob,train,5802620,6,4.0,2,11,3.0,0.0,0.0,3,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.0,0,0,16.0,0,0,0,0,0,4,0,1,1,1,1,0,0,0,20,2,0,,,,,,,,
715,"[-34.58751399 -28.93761724  44.1259606  ... -61.69337429   7.34642996
  32.13221531]",5805223,not_blob,not_blob,train,5805223,20,42.0,1,38,0.0,0.6025640999999999,1.0,19,0,12,6,1,0,13,0,0,0,15,0,0,15,0,0.0,6,1,178.0,18,0,13,1,0,5,0,40,1,23,3,2,0,0,89,1,0,,,,,,,,
716,"[-1.39195609 -0.74473748  3.52899233 ... -3.51839131  1.61186922
  1.46483046]",5808750,not_blob,not_blob,train,5808750,3,3.0,2,2,3.0,0.0,0.0,3,0,1,0,2,0,3,1,0,0,0,0,0,0,0,0.0,0,0,11.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1025,0,,,,,,,,
717,"[ 2.03602403 -5.47584537  7.05549967 ... -5.72860689 -3.86650297
  6.16401181]",5810647,not_blob,not_blob,train,5810647,6,5.0,1,0,4.0,0.5,1.0,5,0,4,1,0,0,4,0,0,0,3,0,0,3,0,0.0,0,0,22.0,4,0,0,0,0,0,0,5,0,3,0,0,0,0,10,25,0,,,,,,,,
718,"[-4.38708791 -2.85729802  5.23640758 ... -3.97211914 -1.50687337
  5.10220145]",5815298,not_blob,not_blob,train,5815298,11,3.0,2,3,1.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0.0,0,0,10.0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,29,17,0,,,,,,,,
719,"[-4.43029445 -5.7609378   9.68645611 ... -7.56497422  0.51877111
  8.91070646]",5816832,not_blob,not_blob,train,5816832,6,5.0,2,11,3.0,0.0,0.0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0.0,0,0,21.0,1,2,0,0,0,0,1,4,0,4,1,0,0,0,22,1,0,,,,,,,,
720,"[ -7.73984821 -10.86253669   9.32384691 ... -13.15673849  -2.58436393
  16.48125489]",5818363,not_blob,not_blob,train,5818363,2,10.0,1,3,45.0,0.0,0.0,10,9,9,1,0,0,9,0,0,0,0,0,0,0,0,0.0,0,2,31.0,9,0,0,0,0,9,0,0,2,0,0,0,0,0,51,9,0,,,,,,,,
721,"[-1.88565052 -3.05851346  3.52877957 ... -5.68213105 -1.63207099
  7.06113613]",5818517,not_blob,not_blob,test,5818517,2,3.0,1,0,3.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,9.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,0,,,,,,,,
722,"[ -68.07867012  -42.50685928   65.10698141 ... -109.96268207   -9.02472365
   84.86742915]",5819659,not_blob,not_blob,train,5819659,9,105.0,1,15,0.0,1.0,1.0,34,0,33,1,0,0,33,0,0,0,1,0,0,1,0,0.0,1,10,279.0,15,0,61,0,1,0,0,39,0,39,3,0,0,0,73,1,0,,,,,,,,
723,"[-15.6050098   -7.76657571   9.38980629 ... -22.46353655  -5.87426831
  17.71083745]",5828122,not_blob,not_blob,test,5828122,7,7.0,1,4,8.0,0.0,0.0,5,0,4,1,0,0,4,0,0,0,3,0,0,3,0,0.0,0,0,35.0,3,0,1,1,0,6,1,4,2,4,2,0,0,0,34,1,0,,,,,,,,
724,"[-11.01142413 -11.31582862  15.05245189 ... -47.08081643 -19.64634112
   1.91723488]",5832025,not_blob,not_blob,train,5832025,2,37.0,1,0,666.0,0.0,0.0,37,37,36,1,0,0,36,0,0,0,34,34,34,0,0,0.0,34,0,73.0,0,0,0,0,0,0,34,34,0,34,0,0,0,0,394,1,0,,,,,,,,
725,"[-4.22933614 -2.94951987  3.03542695 ... -7.44382112 -4.55799872
  8.32864353]",5836057,not_blob,not_blob,train,5836057,2,7.0,1,2,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0.0,1,0,18.0,4,2,0,0,0,0,2,3,0,3,2,0,0,0,14,12,0,,,,,,,,
726,"[-37.70600814 -33.16201697  47.77457482 ... -54.29601824 -10.09324999
  55.85288149]",5837941,not_blob,not_blob,train,5837941,5,22.0,1,7,111.0,0.07602339,0.099415205,19,0,19,0,0,0,19,0,0,0,11,2,0,11,0,0.0,3,0,82.0,11,0,1,0,0,6,1,20,0,12,1,0,0,0,74,1,0,,,,,,,,
727,"[ -7.59813465  -1.16401611  -1.36160874 ... -11.32031704 -13.1702329
   7.05940426]",5839091,not_blob,not_blob,train,5839091,6,6.0,1,4,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0.0,1,0,29.0,0,0,3,0,0,1,0,5,0,3,2,0,0,0,21,12,0,,,,,,,,
728,"[-30.18290437  -2.15309997  -7.21536773 ... -35.08923919 -45.9475314
  29.21466365]",5844151,not_blob,not_blob,train,5844151,10,20.0,1,16,4.0,0.33333334,0.33333334,5,0,3,2,0,0,3,0,0,0,7,0,0,7,0,0.0,4,0,97.0,3,0,0,2,3,2,5,18,2,12,5,1,0,0,94,1,0,,,,,,,,
729,"[-24.48120823 -36.8417266   40.44520199 ... -59.86501364 -19.8853417
  69.14248313]",5845628,not_blob,not_blob,train,5845628,3,24.0,1,23,21.0,0.5,0.5,22,2,21,1,0,0,21,0,0,0,1,0,0,0,0,1.0,1,13,91.0,21,0,0,0,2,44,12,8,23,8,1,0,0,0,35,1,0,,,,,,,,
730,"[-1.40295273  0.26723668  0.33734214 ... -0.79461402  2.02693772
  0.26945597]",5855407,not_blob,not_blob,train,5855407,3,2.0,1,0,1.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,,,,,,,,
731,"[-1.36291483 -0.2949554   2.76953363 ... -3.42679963  0.15037391
  0.91724843]",5857044,not_blob,not_blob,train,5857044,3,2.0,1,4,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0.0,1,0,11.0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,14,1,0,,,,,,,,
732,"[-30.22153825   0.72862763  43.73219484 ... -42.38992216  -8.16775424
   4.08826458]",5857422,not_blob,not_blob,train,5857422,21,45.0,1,60,73.0,0.1904762,0.1904762,14,1,6,7,0,1,7,0,0,0,19,3,18,0,0,1.0,3,2,255.0,9,18,6,0,10,1,48,102,23,79,3,0,0,0,205,1,0,,,,,,,,
733,"[-2.64747584 -1.17754198  4.69938225 ... -9.06696825 -0.69852288
  5.71664794]",5862710,not_blob,not_blob,train,5862710,5,4.0,1,5,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0.0,0,0,17.0,1,0,1,0,0,2,0,4,2,3,1,0,0,0,18,9,0,,,,,,,,
734,"[-20.98986417  -3.67529321  21.34749758 ... -27.55946233   5.49022443
  16.24594641]",5865465,not_blob,not_blob,train,5865465,6,11.0,2,12,0.0,1.0,1.0,10,0,9,0,0,1,10,0,0,0,2,0,0,2,0,0.0,1,0,47.0,4,0,0,0,0,0,0,8,0,3,1,0,0,0,39,0,0,,,,,,,,
735,"[-2.95826787 -2.2543375   3.98567882 ... -3.41602547  1.61932975
  1.17866395]",5865964,not_blob,not_blob,train,5865964,1,2.0,2,2,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,,,,,,,,
736,"[-8.14710545 -1.55543782  7.46279769 ... -8.43337565 -0.5199804
  3.2318463 ]",5866628,not_blob,not_blob,train,5866628,9,6.0,2,11,4.0,0.16666667,0.16666667,4,1,3,0,1,0,4,0,0,0,2,1,1,1,0,0.0,1,1,26.0,1,0,1,0,0,3,3,7,1,7,1,0,0,0,45,17,0,,,,,,,,
737,"[-15.61774174 -11.48891387  25.22123444 ... -41.77877674 -10.01487701
  34.7929177 ]",5870863,not_blob,not_blob,train,5870863,7,11.0,2,12,36.0,0.0,0.0,9,1,8,0,0,1,9,0,0,0,0,0,0,0,0,0.0,0,2,45.0,3,2,0,0,0,0,2,7,2,4,1,0,1,0,32,1,0,,,,,,,,
738,"[-25.17821042   1.64836054  32.31250145 ... -44.09781466 -10.76820978
  -6.93727408]",5871795,not_blob,not_blob,train,5871795,17,14.0,2,34,9.0,0.16666667,0.16666667,6,2,4,2,0,0,4,0,0,0,7,1,0,7,0,0.0,1,0,108.0,2,2,3,3,1,11,4,18,3,17,1,2,0,0,71,1,0,,,,,,,,
739,"[-4.77763011 -2.82878226  2.1364627  ... -5.60029775 -1.51013491
  4.63114753]",5875400,not_blob,not_blob,train,5875400,4,6.0,1,0,15.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0.0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,1,0,,,,,,,,
740,"[-29.18902935 -13.76348957  19.6889618  ... -43.74845231 -24.25599331
  30.49826533]",5884181,not_blob,not_blob,train,5884181,13,23.0,2,23,8.0,0.42857143,0.42857143,8,0,7,1,0,0,7,0,0,0,5,0,0,5,0,0.0,1,0,81.0,9,1,6,0,2,4,1,19,0,15,3,0,0,0,55,2,3,,,,,,,,
741,"[-1.18041551  0.58878662  1.34479373 ... -1.09474225  0.87235907
 -0.57362634]",5888140,not_blob,not_blob,test,5888140,10,5.0,1,0,10.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0.0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,0,,,,,,,,
742,"[-2.1001596  -1.1945779   3.2585382  ... -2.5342712  -0.44083863
  2.3686857 ]",5892646,not_blob,not_blob,train,5892646,4,2.0,2,0,1.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,1,1,0,1,0,0.0,1,0,9.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,18,1,0,,,,,,,,
743,"[  1.20015222 -15.39741502   8.98003273 ... -27.34181985  -2.57450644
  19.03527111]",5893758,not_blob,not_blob,train,5893758,6,19.0,1,10,0.0,0.6666667,0.71428573,8,2,6,2,0,0,7,0,0,0,4,2,1,3,0,0.0,2,58,109.0,13,0,9,0,4,0,5,11,5,9,2,0,0,0,42,17,0,,,,,,,,
744,"[-0.09928316  0.63539439  1.80640161 ... -1.81707766  0.28119075
  2.51514095]",5898336,not_blob,not_blob,train,5898336,1,2.0,2,0,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1025,0,,,,,,,,
745,"[ -4.93528628  -4.27434295   6.16470101 ... -10.11101174   1.12951724
  12.12943923]",5901667,not_blob,not_blob,train,5901667,2,7.0,1,0,21.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0.0,0,0,26.0,6,0,0,0,0,0,1,2,0,2,0,0,0,0,18,17,0,,,,,,,,
746,"[-3.54409625 -0.07740445 11.62658599 ... -6.59209255  0.69529688
  6.32129007]",5902872,not_blob,not_blob,train,5902872,7,5.0,2,2,4.0,0.16666667,0.16666667,4,0,4,0,0,0,4,0,0,0,2,2,0,1,1,0.0,2,0,19.0,4,0,0,0,0,1,2,2,2,2,1,0,0,0,34,17,0,,,,,,,,
747,"[  5.63757139  -0.27732006  14.77659344 ... -10.92687663  39.92992154
 -30.78599012]",5905362,not_blob,not_blob,train,5905362,1,1.0,2,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,5.0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,31,1,0,,,,,,,,
748,"[-15.39575333 -11.45030887  13.64762477 ... -14.55860291   3.53325377
   7.33867994]",5905498,not_blob,not_blob,test,5905498,4,6.0,1,10,1.0,0.0,0.0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0.0,0,3,29.0,4,1,1,1,1,0,2,9,0,7,4,0,0,0,37,1025,0,,,,,,,,
749,"[-2.52006903  4.70314681  6.66412845 ... -5.06172005  1.56090739
 -6.42822172]",5912760,not_blob,not_blob,train,5912760,7,5.0,2,1,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0.0,0,0,16.0,3,0,0,0,2,0,0,4,0,1,1,0,0,0,61,1,0,,,,,,,,
750,"[-4.99663676 -3.64235465  3.11208902 ... -4.48737927  0.33780295
  4.99489923]",5916449,not_blob,not_blob,train,5916449,4,4.0,2,1,3.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,13.0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,20,18,0,,,,,,,,
751,"[-18.45660191 -12.83347796  28.40472651 ... -28.93432985  -7.2721272
  29.33238706]",5935402,not_blob,not_blob,train,5935402,2,23.0,1,11,28.0,0.32051283,0.5769231,13,1,12,0,0,1,13,0,0,0,14,9,8,6,0,0.0,9,13,71.0,12,0,3,1,1,12,6,19,1,17,2,0,0,0,59,1,1,,,,,,,,
752,"[-32.23187534 -15.13449966  14.80738678 ... -35.98215134 -17.04838747
  16.21913967]",5937629,not_blob,not_blob,train,5937629,10,29.0,2,33,21.0,0.0,0.0,7,4,7,0,0,0,7,0,3,0,0,0,0,0,0,0.0,0,4,103.0,7,2,18,1,10,28,0,16,0,10,2,0,0,0,35,1,0,,,,,,,,
753,"[-7.41434104 -5.99149675  9.83229762 ... -8.57844436 -1.64938093
 10.8466697 ]",5944359,not_blob,not_blob,train,5944359,5,5.0,2,7,6.0,0.0,0.0,4,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0.0,0,0,21.0,1,0,1,0,0,2,0,2,0,2,1,0,0,0,16,1,0,,,,,,,,
754,"[-4.62799874 -4.25625229  7.2696088  ... -9.85770078 -2.11210264
  7.33530605]",5946774,not_blob,not_blob,train,5946774,3,4.0,2,0,2.0,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0.0,0,0,17.0,2,0,0,0,0,0,0,2,0,2,0,0,1,0,10,1,0,,,,,,,,
755,"[-3.25773287 -3.46930836  3.10716552 ... -4.13404076 -1.18854132
  4.07395238]",5947006,not_blob,not_blob,train,5947006,7,2.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0,0,9.0,1,0,1,0,0,3,0,1,0,1,1,0,0,0,60,1,0,,,,,,,,
756,"[ -7.08840324  -5.5158952    9.46845658 ... -14.71956372  -5.79091991
  15.18347089]",5948019,not_blob,not_blob,train,5948019,4,2.0,1,0,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0.0,1,0,16.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,8,9,0,,,,,,,,
757,"[ -8.81115225  -8.69555832   7.45754644 ... -11.98807341  -3.02217774
  13.94423223]",5948040,not_blob,not_blob,train,5948040,1,6.0,1,0,3.0,0.4,0.6666667,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0.0,0,0,22.0,2,0,0,0,0,0,0,4,0,2,0,0,0,0,8,1,0,,,,,,,,
758,"[-1.449651   -1.68389255  0.84455097 ... -1.5430032  -1.12893513
  2.30528438]",5961466,not_blob,not_blob,test,5961466,1,2.0,3,0,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,,,,,,,,
759,"[ -6.70499095  -4.2026202   11.16594989 ... -12.84366997  -6.57950918
  16.18632986]",5968191,not_blob,not_blob,test,5968191,5,3.0,3,1,1.0,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0.0,1,0,43.0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,18,1,0,,,,,,,,
760,"[-13.68058293  -9.82899133  11.24838507 ... -22.59486727  -3.79672405
  27.71832152]",5971617,not_blob,not_blob,test,5971617,4,15.0,2,3,8.0,0.25,0.2777778,9,1,9,0,0,0,9,0,0,0,3,1,0,3,0,0.0,1,4,49.0,4,1,0,0,0,0,3,13,1,6,3,0,0,0,100,1,0,,,,,,,,
761,"[-5.1775167  -5.08151972  5.84200851 ... -9.96046503 -3.85462339
  9.99525091]",5972837,not_blob,not_blob,test,5972837,2,4.0,2,4,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,2,1,1,0,1,0,0.0,1,1,16.0,3,0,2,0,0,0,0,3,0,2,1,0,0,0,10,10,0,,,,,,,,
762,"[ -9.36903093  -3.91538892   4.73674399 ... -12.57994729  -9.90024978
  12.73759919]",5975025,not_blob,not_blob,train,5975025,11,8.0,2,5,15.0,0.0,0.0,6,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0.0,0,0,30.0,3,0,0,0,0,1,0,2,1,2,1,0,0,0,29,9,0,,,,,,,,
763,"[ -5.68145464  -1.14306021  12.6721171  ... -13.64495581  -4.2022471
  13.08400099]",5982219,not_blob,not_blob,train,5982219,1,7.0,2,2,6.0,0.2,0.2,5,1,5,0,0,0,5,0,4,4,2,0,0,0,2,0.0,0,0,25.0,2,0,1,0,0,0,0,4,0,2,3,0,0,0,29,1025,0,,,,,,,,
764,"[  2.76548339 -23.6643777   41.32961124 ... -48.8482646    5.60867678
  41.56001027]",5983157,not_blob,not_blob,test,5983157,6,24.0,2,12,147.0,0.07017544,0.12280702,19,0,19,0,0,0,19,0,0,0,2,0,0,2,0,0.0,1,0,90.0,18,1,4,0,0,1,2,14,0,3,1,0,0,0,42,17,0,,,,,,,,
765,"[-15.37152034  -5.92612211  14.35518625 ... -22.08646002  -8.24286129
  17.88830435]",5983355,not_blob,not_blob,train,5983355,8,11.0,2,10,7.0,0.2,0.2,6,0,4,1,1,0,5,1,0,0,3,0,0,3,0,0.0,1,0,49.0,0,1,1,1,0,1,1,5,1,4,2,0,1,0,64,1025,0,,,,,,,,
766,"[-11.1865566   -4.96397842  17.82112426 ... -22.43299545 -10.1703996
  12.68214361]",5985338,not_blob,not_blob,train,5985338,14,7.0,1,23,8.0,0.0,0.0,5,0,3,2,0,0,3,0,0,0,3,1,0,3,0,0.0,3,0,42.0,4,0,0,2,0,4,1,5,0,8,3,0,0,5,73,17,3,,,,,,,,
767,"[ -48.40016206  -55.89364836   92.89501587 ... -107.24927911  -22.3255146
   96.85826795]",5990255,not_blob,not_blob,train,5990255,5,46.0,1,1,989.0,0.022222223,0.022222223,46,0,46,0,0,0,46,0,0,0,23,0,0,23,0,0.0,0,0,163.0,23,0,0,0,0,7,0,24,0,23,0,0,0,0,55,1,0,,,,,,,,
768,"[-38.00712354 -27.05118853  57.55803794 ... -82.87296725 -26.90404421
  69.37780735]",5991563,not_blob,not_blob,test,5991563,17,32.0,1,39,249.0,0.18478261,0.5543478000000001,27,0,24,3,0,0,24,0,0,0,9,0,0,9,0,0.0,9,3,124.0,29,0,4,1,0,11,2,12,1,14,1,0,0,2,74,17,0,,,,,,,,
769,"[-16.47617938 -29.10011861  29.6687616  ... -36.31778486  -9.5960215
  39.21952768]",5991953,not_blob,not_blob,train,5991953,1,18.0,1,6,117.0,0.11764706,0.11764706,18,0,18,0,0,0,18,0,0,0,6,0,0,6,0,0.0,0,0,68.0,12,0,0,0,0,0,0,6,0,6,0,0,0,0,20,1,0,,,,,,,,
770,"[-19.22188303 -16.01948274   1.09503677 ... -27.04511624 -12.19157499
  15.28782423]",5994992,not_blob,not_blob,train,5994992,9,8.0,1,19,1.0,0.2613972291937913,0.32355633344881946,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,3,49.0,0,1,4,1,1,9,2,16,1,12,2,0,0,0,49,1,0,,,,,,,,
771,"[-14.44184428  -9.40938447   8.90459757 ... -12.88072813  -5.25605658
  13.36750703]",5996376,not_blob,not_blob,train,5996376,8,11.0,1,21,3.0,0.2613972291937913,0.32355633344881946,3,3,1,2,0,0,1,0,0,0,2,2,0,0,0,2.0,0,2,25.0,0,2,6,0,6,27,0,7,8,7,1,0,0,0,46,1,0,,,,,,,,
772,"[-27.37472093 -15.12479476  20.00479677 ... -56.93188693  -5.17111433
  36.34332755]",5997662,not_blob,not_blob,test,5997662,15,27.0,1,30,56.0,0.30476192,0.62857145,16,0,15,1,0,0,15,0,0,0,9,9,0,9,0,0.0,9,0,130.0,16,0,6,0,0,9,2,29,1,27,1,0,0,0,65,1,0,,,,,,,,
